date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:18:12	8392/8392	---M--	200	added ('OK')	font/woff	etag:%2247e27a2-20c8-5df09bf3255c0%22	https://connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxMKTU1Kvnz.woff	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxMKTU1Kvnz.woff	(from https://connectusainc.com/)
20:18:12	131414/131414	---M--	200	added ('OK')	image/jpeg	etag:%224765622-20156-5d98041b55f40%22	https://connectusainc.com/wp-content/uploads/2021/12/bg-pheader-1.jpg	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/12/bg-pheader-1.jpg	(from https://connectusainc.com/)
20:18:12	1248/1248	---M--	200	added ('OK')	font/woff	etag:%2247e27a5-4e0-5df09bf3255c0%22	https://connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxMKTU1Kvnz.woff	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxMKTU1Kvnz.woff	(from https://connectusainc.com/)
20:18:12	6348/6348	---M--	200	added ('OK')	font/woff	etag:%2247e27a3-18cc-5df09bf3255c0%22	https://connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxMKTU1Kvnz.woff	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxMKTU1Kvnz.woff	(from https://connectusainc.com/)
20:18:12	4752/4752	---M--	200	added ('OK')	font/woff	etag:%2247e27a7-1290-5df09bf3255c0%22	https://connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxMKTU1Kvnz.woff	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxMKTU1Kvnz.woff	(from https://connectusainc.com/)
20:18:13	10208/10208	---M--	200	added ('OK')	font/woff	etag:%2247e27a8-27e0-5df09bf3255c0%22	https://connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxMKTU1Kvnz.woff	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxMKTU1Kvnz.woff	(from https://connectusainc.com/)
20:18:13	14384/14384	---M--	200	added ('OK')	font/woff	etag:%2247e27a6-3830-5df09bf3255c0%22	https://connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxMKTU1Kg.woff	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxMKTU1Kg.woff	(from https://connectusainc.com/)
20:18:13	9921/9921	---M-Z	200	added ('OK')	text/css	etag:%2247c01e4-26c1-6047c613ea603-gzip%22	https://connectusainc.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://connectusainc.com/)
20:18:14	68/68	---M--	200	added ('OK')	image/png	etag:%224782502-44-5d9807fb28340%22	http://connectusainc.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://connectusainc.com/)
20:18:15	9297/9297	---M--	200	added ('OK')	image/png	etag:%2247655ee-2451-5d980423eb380%22	http://connectusainc.com/wp-content/uploads/2021/12/connect-usa-logo.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/12/connect-usa-logo.png	(from https://connectusainc.com/)
20:18:15	85226/85226	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2014:28:57%20GMT	https://connectusainc.com/who-we-are/	C:/Users/Logan/Desktop/Connect/connectusainc.com/who-we-are/index.html	(from https://connectusainc.com/)
20:18:16	82721/82721	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2014:28:58%20GMT	https://connectusainc.com/connect-bridge/	C:/Users/Logan/Desktop/Connect/connectusainc.com/connect-bridge/index.html	(from https://connectusainc.com/)
20:18:17	86235/86235	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2014:28:59%20GMT	https://connectusainc.com/hosted-phones-nec-blue/	C:/Users/Logan/Desktop/Connect/connectusainc.com/hosted-phones-nec-blue/index.html	(from https://connectusainc.com/)
20:18:17	85443/85443	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2014:29:00%20GMT	https://connectusainc.com/sv9100/	C:/Users/Logan/Desktop/Connect/connectusainc.com/sv9100/index.html	(from https://connectusainc.com/)
20:18:18	85381/85381	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2014:29:02%20GMT	https://connectusainc.com/sv9300/	C:/Users/Logan/Desktop/Connect/connectusainc.com/sv9300/index.html	(from https://connectusainc.com/)
20:18:19	10051/10051	---M--	200	added ('OK')	image/png	etag:%2247654fc-2743-5d98026b52400%22	http://connectusainc.com/wp-content/uploads/2021/03/connect-usa-logo-white.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/03/connect-usa-logo-white.png	(from https://connectusainc.com/)
20:18:19	82080/82080	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2014:29:03%20GMT	https://connectusainc.com/structured-cabling/	C:/Users/Logan/Desktop/Connect/connectusainc.com/structured-cabling/index.html	(from https://connectusainc.com/)
20:18:19	32743/32743	---M--	200	added ('OK')	image/jpeg	etag:%224760c6d-7fe7-5d980463d0a40%22	http://connectusainc.com/wp-content/uploads/revslider/video-media/video_26_layer.jpeg	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/revslider/video-media/video_26_layer.jpg	(from https://connectusainc.com/)
20:18:21	82535/82535	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2014:29:04%20GMT	https://connectusainc.com/support-request/	C:/Users/Logan/Desktop/Connect/connectusainc.com/support-request/index.html	(from https://connectusainc.com/)
20:18:21	18234/18234	---M--	200	added ('OK')	image/png	etag:%22476550e-473a-5d98026c46640%22	http://connectusainc.com/wp-content/uploads/2021/03/customer-service-award.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/03/customer-service-award.png	(from https://connectusainc.com/)
20:18:21	103082/103082	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2014:29:05%20GMT	https://connectusainc.com/service-manuals/	C:/Users/Logan/Desktop/Connect/connectusainc.com/service-manuals/index.html	(from https://connectusainc.com/)
20:18:21	82401/82401	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2015:31:16%20GMT	https://connectusainc.com/contacts/	C:/Users/Logan/Desktop/Connect/connectusainc.com/contacts/index.html	(from https://connectusainc.com/)
20:18:21	7536/7536	---M--	200	added ('OK')	font/woff	etag:%224782533-1d70-5d980a2dd32c0%22	https://connectusainc.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://connectusainc.com/)
20:18:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2001:18:22%20GMT	https://connectusainc.com/connect/sv9100/	C:/Users/Logan/Desktop/Connect/connectusainc.com/connect/sv9100/index.html	(from https://connectusainc.com/)
20:18:22	127488/127488	---M-Z	200	added ('OK')	text/css	etag:%224884118-1f200-6047c7d8dd6b5-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-footer-b0674494.min.css	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-footer-b0674494.min.css	(from https://connectusainc.com/)
20:18:22	43067/43067	---M-Z	200	added ('OK')	application/javascript	etag:%2248840c4-a83b-6047c6776f624-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-footer-75d20881.min.js	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-footer-75d20881.min.js	(from https://connectusainc.com/)
20:18:23	771618/771618	---MCZ	200	added ('OK')	application/javascript	etag:%2248840fe-bc622-6047c72e8dd9b-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-footer-fc188bdd.min.js	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-footer-fc188bdd.min.js	(from https://connectusainc.com/)
20:18:23	452/452	---M--	200	added ('OK')	image/png	etag:%224781538-1c4-5d98000cc8d00%22	https://connectusainc.com/wp-content/themes/engitech/images/close.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/themes/engitech/images/close.png	(from https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-6e1e87d3.min.css)
20:18:23	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224781744-2035a-5d98000527b00%22	https://connectusainc.com/wp-content/themes/engitech/fonts/fa-brands-400.eot	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/themes/engitech/fonts/fa-brands-400.eot	(from https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-6e1e87d3.min.css)
20:18:23	38642/38642	---M--	200	added ('OK')	image/jpeg	etag:%224765939-96f2-5d98020fc4c00%22	https://connectusainc.com/wp-content/uploads/2020/02/bg-cta1-home1.jpg	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2020/02/bg-cta1-home1.jpg	(from https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-6e1e87d3.min.css)
20:18:23	214384/214384	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2247c01d3-34570-6047c613e9a4b%22	https://connectusainc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot	(from https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-6e1e87d3.min.css)
20:18:24	69358/69358	---M--	200	added ('OK')	image/jpeg	etag:%22a54c3e56e64cf35831311094108c9126%22	https://engitech.s3.amazonaws.com/images/image-box1.jpg	C:/Users/Logan/Desktop/Connect/engitech.s3.amazonaws.com/images/image-box1.jpg	(from https://connectusainc.com/who-we-are/)
20:18:24	569810/569810	---MCZ	200	added ('OK')	text/css	etag:%224884198-8b1d2-6047dd0b2462c-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-702087da.min.css	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-702087da.min.css	(from https://connectusainc.com/who-we-are/)
20:18:25	21914/21914	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2001:18:24%20GMT	https://connectusainc.com/wp-json/wp/v2/pages/1579	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/wp/v2/pages/1579.json	(from https://connectusainc.com/who-we-are/)
20:18:25	2998/2998	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2001:18:25%20GMT	https://connectusainc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconnectusainc.com%2Fwho-we-are%2F	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/oembed/1.0/embedd65b.json	(from https://connectusainc.com/who-we-are/)
20:18:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2001:18:25%20GMT	https://connectusainc.com/?p=1579	C:/Users/Logan/Desktop/Connect/connectusainc.com/indexade3.html	(from https://connectusainc.com/who-we-are/)
20:18:25	3080/3080	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Dec%202023%2001:18:25%20GMT	https://connectusainc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconnectusainc.com%2Fwho-we-are%2F&format=xml	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/oembed/1.0/embed8142	(from https://connectusainc.com/who-we-are/)
20:18:26	64104/64104	---M--	200	added ('OK')	image/jpeg	etag:%22b9f69435dbf3640b12e3416f48979686%22	https://engitech.s3.amazonaws.com/images/image-box3.jpg	C:/Users/Logan/Desktop/Connect/engitech.s3.amazonaws.com/images/image-box3.jpg	(from https://connectusainc.com/who-we-are/)
20:18:26	62567/62567	---M--	200	added ('OK')	image/jpeg	etag:%22865d6b66b5ce163b233cf4f3abfb736c%22	https://engitech.s3.amazonaws.com/images/image-box2.jpg	C:/Users/Logan/Desktop/Connect/engitech.s3.amazonaws.com/images/image-box2.jpg	(from https://connectusainc.com/who-we-are/)
20:18:26	55591/55591	---M--	200	added ('OK')	image/jpeg	etag:%22b3fadc056c43ea9977e09f0b597e49b0%22	https://engitech.s3.amazonaws.com/images/image-box4.jpg	C:/Users/Logan/Desktop/Connect/engitech.s3.amazonaws.com/images/image-box4.jpg	(from https://connectusainc.com/who-we-are/)
20:18:28	126599/126599	---M-Z	200	added ('OK')	text/css	etag:%2248840d6-1ee87-6047c677a324a-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-footer-c7d244fe.min.css	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-footer-c7d244fe.min.css	(from https://connectusainc.com/who-we-are/)
20:18:28	157129/157129	---M--	200	added ('OK')	image/png	etag:%224765625-265c9-5d98041785640%22	https://connectusainc.com/wp-content/uploads/2021/12/about.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/12/about.png	(from https://connectusainc.com/who-we-are/)
20:18:32	568119/568119	---MCZ	200	added ('OK')	text/css	etag:%224884161-8ab37-6047dcfca1af8-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-eeff87fd.min.css	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-eeff87fd.min.css	(from https://connectusainc.com/connect-bridge/)
20:18:33	18776/18776	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2001:18:28%20GMT	https://connectusainc.com/wp-json/wp/v2/pages/10314	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/wp/v2/pages/10314.json	(from https://connectusainc.com/connect-bridge/)
20:18:34	2985/2985	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2001:18:29%20GMT	https://connectusainc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconnectusainc.com%2Fconnect-bridge%2F	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/oembed/1.0/embede966.json	(from https://connectusainc.com/connect-bridge/)
20:18:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2001:18:32%20GMT	https://connectusainc.com/?p=10314	C:/Users/Logan/Desktop/Connect/connectusainc.com/indexce89.html	(from https://connectusainc.com/connect-bridge/)
20:18:40	3064/3064	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Dec%202023%2001:18:34%20GMT	https://connectusainc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconnectusainc.com%2Fconnect-bridge%2F&format=xml	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/oembed/1.0/embed7dd4	(from https://connectusainc.com/connect-bridge/)
20:18:45	568700/568700	---MCZ	200	added ('OK')	text/css	etag:%224884134-8ad7c-6047d319ad675-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-ee6a87fb.min.css	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-ee6a87fb.min.css	(from https://connectusainc.com/hosted-phones-nec-blue/)
20:18:51	21906/21906	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2001:18:45%20GMT	https://connectusainc.com/wp-json/wp/v2/pages/10204	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/wp/v2/pages/10204.json	(from https://connectusainc.com/hosted-phones-nec-blue/)
20:18:56	311954/311954	---M--	200	added ('OK')	image/png	etag:%224760d28-4c292-5d980439da740%22	http://connectusainc.com/wp-content/uploads/2022/01/connect-bridge-with-icons.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2022/01/connect-bridge-with-icons.png	(from https://connectusainc.com/connect-bridge/)
20:18:57	3010/3010	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2001:18:51%20GMT	https://connectusainc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconnectusainc.com%2Fhosted-phones-nec-blue%2F	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/oembed/1.0/embed748f.json	(from https://connectusainc.com/hosted-phones-nec-blue/)
20:18:57	112398/112398	---M--	200	added ('OK')	image/png	etag:%224760d1e-1b70e-5d980434219c0%22	https://connectusainc.com/wp-content/uploads/2022/01/connect-bridge-scheme-768x393.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2022/01/connect-bridge-scheme-768x393.png	(from https://connectusainc.com/connect-bridge/)
20:19:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2001:18:57%20GMT	https://connectusainc.com/?p=10204	C:/Users/Logan/Desktop/Connect/connectusainc.com/index131a.html	(from https://connectusainc.com/hosted-phones-nec-blue/)
20:19:03	251159/251159	---M--	200	added ('OK')	image/png	etag:%22476567f-3d517-5d98042f5ce80%22	http://connectusainc.com/wp-content/uploads/2021/12/voice-over-ip.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/12/voice-over-ip.png	(from https://connectusainc.com/hosted-phones-nec-blue/)
20:19:03	3089/3089	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Dec%202023%2001:18:58%20GMT	https://connectusainc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconnectusainc.com%2Fhosted-phones-nec-blue%2F&format=xml	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/oembed/1.0/embeda19c	(from https://connectusainc.com/hosted-phones-nec-blue/)
20:19:03	24509/24509	---M--	200	added ('OK')	image/png	etag:%224760d12-5fbd-5d98043ace980%22	https://connectusainc.com/wp-content/uploads/2022/01/UNIVERGE-BLUE-EXTEND.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2022/01/UNIVERGE-BLUE-EXTEND.png	(from https://connectusainc.com/hosted-phones-nec-blue/)
20:19:05	52213/52213	---M--	200	added ('OK')	image/png	etag:%224760d16-cbf5-5d98043145300%22	https://connectusainc.com/wp-content/uploads/2022/01/blue-platform.png	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2022/01/blue-platform.png	(from https://connectusainc.com/hosted-phones-nec-blue/)
20:19:09	573683/573683	---MCZ	200	added ('OK')	text/css	etag:%2248841de-8c0f3-604895d7496aa-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-6e1a87d3.min.css	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-6e1a87d3.min.css	(from https://connectusainc.com/sv9100/)
20:19:10	21186/21186	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2001:19:06%20GMT	https://connectusainc.com/wp-json/wp/v2/pages/2076	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/wp/v2/pages/2076.json	(from https://connectusainc.com/sv9100/)
20:19:11	58822/58822	---M--	200	added ('OK')	image/jpeg	etag:%22476564a-e5c6-5d980428afec0%22	http://connectusainc.com/wp-content/uploads/2021/12/NEC-CommunicationsPlatform-UNIVERGE-S9100_Unit.jpg	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/12/NEC-CommunicationsPlatform-UNIVERGE-S9100_Unit.jpg	(from https://connectusainc.com/sv9100/)
20:19:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2001:19:09%20GMT	https://connectusainc.com/?p=2076	C:/Users/Logan/Desktop/Connect/connectusainc.com/index28fe.html	(from https://connectusainc.com/sv9100/)
20:19:11	3035/3035	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2001:19:07%20GMT	https://connectusainc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconnectusainc.com%2Fsv9100%2F	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/oembed/1.0/embed26ad.json	(from https://connectusainc.com/sv9100/)
20:19:12	3116/3116	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Dec%202023%2001:19:11%20GMT	https://connectusainc.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconnectusainc.com%2Fsv9100%2F&format=xml	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-json/oembed/1.0/embed185f	(from https://connectusainc.com/sv9100/)
20:19:18	39049/39049	---M--	200	added ('OK')	image/jpeg	etag:%224765659-9889-5d980429a4100%22	http://connectusainc.com/wp-content/uploads/2021/12/NEC-CommunicationsPlatforms-UNIVERGE-SV9300_Side.jpg	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/12/NEC-CommunicationsPlatforms-UNIVERGE-SV9300_Side.jpg	(from https://connectusainc.com/sv9300/)
20:19:18	573683/573683	---MCZ	200	added ('OK')	text/css	etag:%224884138-8c0f3-6047d319aede5-gzip%22	https://connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-715d87de.min.css	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/cache/wpo-minify/1693782166/assets/wpo-minify-header-715d87de.min.css	(from https://connectusainc.com/sv9300/)
20:19:18	157289/157289	---M--	200	added ('OK')	image/jpeg	etag:%224765656-26669-5d980429a4100%22	https://connectusainc.com/wp-content/uploads/2021/12/NEC-CommunicationsPlatforms-UNIVERGE-SV9100_Collage.jpg	C:/Users/Logan/Desktop/Connect/connectusainc.com/wp-content/uploads/2021/12/NEC-CommunicationsPlatforms-UNIVERGE-SV9100_Collage.jpg	(from https://connectusainc.com/sv9100/)
